id,Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Class
64813,1,0,31,0,247,2,3,3,3,2,2,2,2,4,5,2,3,2,2,14,10.0,0,Eco
15406,0,0,59,0,164,0,5,0,5,4,5,3,5,5,5,5,1,5,1,81,,1,Business
2867,1,0,37,0,3640,2,5,5,5,3,2,2,2,2,2,2,3,2,1,0,0.0,0,Business
95840,1,1,25,0,580,0,4,0,1,4,4,4,4,3,4,4,4,4,4,9,4.0,1,Business
63234,1,0,59,0,447,5,5,5,5,3,4,5,2,2,2,2,3,2,3,0,7.0,1,Business
106563,0,0,46,0,3541,2,2,1,2,2,5,4,4,4,4,4,4,4,3,0,3.0,1,Business
118303,0,0,26,0,602,2,4,4,4,2,3,1,2,2,2,2,2,3,2,3,0.0,0,Eco
122863,0,0,47,0,226,2,3,3,3,1,3,3,2,2,2,2,3,2,2,0,0.0,0,Eco
84013,1,0,58,1,321,4,5,4,5,4,4,3,4,4,2,5,1,2,4,0,0.0,0,Eco
98536,0,0,62,1,668,2,4,1,5,5,4,4,3,3,1,3,3,3,3,2,0.0,0,Eco
49498,1,0,39,0,89,2,2,2,2,2,2,2,2,4,1,4,2,3,2,6,7.0,1,Eco
22949,0,0,25,0,528,3,5,2,5,3,4,5,3,2,3,1,4,5,3,2,0.0,1,Eco
58782,0,0,25,0,1120,1,4,4,4,1,1,4,1,2,1,3,4,3,1,0,0.0,0,Eco
44902,0,0,33,1,536,0,4,0,4,5,0,5,5,4,3,4,3,3,5,2,4.0,1,Eco
104573,1,0,53,0,369,3,3,3,3,4,4,5,5,5,5,5,3,5,5,0,0.0,1,Business
52994,0,0,41,0,1208,2,2,2,2,5,1,2,2,2,2,2,5,2,5,0,0.0,1,Business
122160,1,0,55,0,541,4,4,4,4,4,4,4,4,4,4,4,3,4,4,30,79.0,1,Business
85753,0,1,43,0,666,5,5,5,3,5,5,5,5,3,5,4,4,5,5,0,4.0,1,Business
49629,1,0,43,0,262,2,4,3,4,2,2,2,2,4,2,3,4,2,2,51,61.0,0,Eco
119292,1,1,49,0,214,1,1,1,2,5,1,5,5,3,4,5,3,5,5,0,0.0,0,Business
100701,0,0,35,1,677,4,2,4,4,5,4,5,5,1,3,4,4,3,5,0,0.0,0,Eco
94455,0,0,43,0,239,1,1,1,1,3,5,4,5,5,5,5,4,5,5,11,10.0,1,Business
34588,0,1,20,0,1031,4,4,4,5,5,4,5,5,2,4,1,3,5,5,0,0.0,0,Eco
36079,1,0,8,1,474,2,5,2,3,4,2,4,4,3,5,4,1,2,4,0,0.0,0,Eco
69202,0,0,50,0,733,3,2,2,2,4,3,3,3,3,3,3,2,3,4,76,70.0,0,Business
121760,0,0,33,1,337,3,5,3,4,2,5,5,3,3,3,3,4,3,5,0,0.0,0,Business
112783,1,0,57,1,590,3,5,4,2,3,4,3,3,4,5,5,4,4,3,0,0.0,0,Eco
97115,1,0,55,0,715,5,5,4,5,4,5,4,5,5,4,5,3,5,4,17,18.0,1,Business
34023,0,0,55,1,1576,2,4,2,5,5,4,4,2,2,2,2,4,2,4,0,0.0,0,Eco
44338,1,0,29,1,230,4,5,4,3,2,4,2,2,4,4,5,3,5,2,0,0.0,1,Eco
79798,1,0,52,0,1010,4,4,4,4,2,5,4,4,4,4,4,4,4,3,0,0.0,1,Business
13573,1,0,53,1,152,2,4,0,1,5,0,2,5,5,3,4,4,5,5,0,3.0,0,Eco
101576,0,0,58,0,3383,4,4,4,4,5,4,5,5,5,5,5,4,5,3,57,41.0,1,Business
78790,0,1,24,0,432,5,0,5,1,2,5,2,2,1,3,5,1,1,2,7,0.0,1,Eco
72974,0,0,41,0,944,3,5,2,5,4,4,4,3,3,3,3,4,3,1,17,10.0,0,Business
12034,0,0,72,0,376,4,5,5,5,5,4,3,4,4,4,4,4,4,3,0,16.0,0,Eco
15413,0,0,38,0,399,1,3,3,3,5,4,4,1,1,1,1,1,1,1,0,0.0,0,Business
107760,1,0,59,1,405,3,5,3,3,1,3,1,1,3,5,4,4,1,1,8,7.0,0,Eco
6725,0,0,68,1,403,2,4,2,3,4,5,4,2,2,2,2,4,2,5,0,0.0,0,Eco Plus
36000,0,0,46,0,1956,2,2,2,2,3,5,4,5,5,5,5,3,5,3,0,0.0,1,Business
71457,1,0,52,0,2957,4,4,4,4,4,4,4,4,4,5,4,3,4,3,0,0.0,1,Business
119459,0,0,42,1,814,3,1,2,3,5,3,4,2,2,2,4,2,2,2,0,0.0,0,Business
17200,1,0,44,0,694,5,5,1,5,5,5,5,5,2,5,1,1,3,5,0,0.0,1,Eco
35490,0,0,40,1,1028,1,2,2,3,4,2,4,4,4,4,2,1,2,4,72,55.0,0,Eco
5383,0,0,43,1,812,3,4,4,4,1,5,4,4,4,4,4,1,4,1,0,0.0,0,Eco
4969,0,0,70,0,931,1,3,3,3,2,3,2,1,1,1,1,3,1,2,17,13.0,0,Eco Plus
121487,1,0,52,1,331,3,4,3,3,3,3,3,3,1,3,1,3,1,3,0,0.0,0,Eco
116758,1,0,7,1,417,3,4,3,3,4,3,4,4,3,5,4,4,4,4,8,6.0,0,Eco Plus
13703,0,0,36,1,483,2,1,2,4,5,2,5,5,3,5,4,1,3,5,0,0.0,0,Eco
32498,0,0,44,0,3211,1,1,1,1,4,3,2,4,4,4,1,1,4,2,0,0.0,0,Business
57796,0,1,24,0,1235,5,4,5,4,2,4,2,2,4,5,4,4,4,2,0,0.0,1,Business
129194,1,0,43,0,2288,5,5,5,5,4,5,5,4,4,4,4,5,4,5,21,0.0,1,Business
4616,0,0,60,1,719,2,3,2,4,5,3,1,2,2,2,2,2,2,5,0,0.0,0,Eco
28192,0,0,26,1,550,2,5,2,4,1,2,1,1,4,2,5,4,4,1,0,0.0,0,Eco
109801,0,0,55,0,1073,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,0.0,1,Business
72590,0,0,66,1,985,5,4,5,1,5,4,4,5,2,5,5,4,3,4,131,143.0,1,Eco
122579,1,0,53,0,1679,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0.0,1,Business
67022,1,0,46,0,3471,3,5,5,5,1,4,4,3,3,2,3,1,3,3,0,0.0,0,Business
11089,1,0,25,1,201,1,4,1,4,1,1,1,1,4,4,4,1,4,1,0,0.0,0,Eco
81123,1,0,64,1,991,3,2,3,3,2,3,2,2,1,3,4,2,3,2,0,4.0,0,Eco
3022,1,0,49,1,922,5,5,5,2,4,5,3,4,3,2,5,3,5,4,20,13.0,1,Eco
88894,1,0,53,0,859,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0.0,1,Business
66406,0,0,49,0,1562,3,4,5,4,4,4,3,3,3,3,3,4,3,3,6,5.0,0,Business
6097,0,0,11,1,630,3,5,3,5,4,3,4,4,4,2,5,5,4,4,0,0.0,0,Eco Plus
10438,0,0,47,0,1717,5,5,5,5,2,4,5,4,4,4,4,3,4,5,10,4.0,1,Business
83550,1,0,57,0,1865,2,4,4,4,5,2,2,2,2,2,2,2,2,4,0,0.0,0,Business
58999,0,0,40,0,1652,1,1,2,1,3,4,5,4,4,4,4,4,4,4,0,1.0,1,Business
56199,1,0,63,1,1400,1,4,1,4,5,1,5,5,5,3,3,5,5,5,49,41.0,0,Eco
53794,0,1,22,0,191,4,0,4,3,4,4,4,4,1,5,4,1,5,4,0,0.0,1,Business
128363,0,1,27,0,304,4,4,4,4,1,4,1,1,3,5,4,5,4,1,58,60.0,1,Business
105801,0,0,9,1,787,1,4,1,1,4,1,4,4,3,3,5,5,5,4,14,17.0,0,Eco
94642,0,0,19,0,248,1,1,1,1,1,1,1,1,4,3,3,3,3,1,3,12.0,0,Business
47926,1,0,59,1,451,3,5,3,3,2,3,2,2,2,1,4,4,4,2,0,0.0,0,Eco
64807,0,1,23,0,224,5,4,5,3,3,5,3,3,3,5,4,5,4,3,9,21.0,1,Business
128863,0,0,56,0,2454,1,1,1,1,4,4,4,4,5,4,4,4,4,4,0,0.0,1,Business
18929,0,0,9,1,551,4,4,4,2,3,4,3,3,2,5,4,4,5,3,5,18.0,0,Eco
103918,0,0,49,0,3105,5,5,2,5,4,5,4,5,5,5,5,5,5,4,24,24.0,1,Business
2971,1,1,13,0,737,5,0,5,3,5,5,5,5,3,2,4,4,5,5,0,0.0,1,Business
59289,0,0,52,0,2338,4,4,4,4,5,5,5,4,4,4,4,4,4,5,3,0.0,1,Business
86041,1,0,34,1,432,3,4,3,3,2,3,2,2,3,2,5,5,4,2,0,0.0,0,Eco
79502,0,0,48,0,712,2,2,2,2,4,4,5,4,4,4,4,5,4,5,1,10.0,1,Business
21168,1,0,48,0,2578,2,1,1,1,2,3,3,2,2,2,2,4,2,1,0,0.0,0,Business
11102,0,0,8,1,316,3,5,3,1,4,3,3,4,1,2,5,4,1,4,0,0.0,0,Eco
72042,0,0,45,1,4243,1,5,1,1,1,3,3,1,2,3,3,3,2,3,6,0.0,0,Eco
127228,1,0,58,0,1460,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0.0,1,Business
113128,0,0,70,0,479,3,2,2,2,4,3,3,3,3,3,3,4,3,3,16,10.0,0,Eco Plus
107967,0,0,37,0,825,1,1,1,1,3,4,4,3,3,4,3,3,3,3,8,0.0,1,Business
101021,0,0,51,1,867,3,4,2,3,3,4,5,2,2,2,2,5,2,4,1,7.0,0,Eco
20443,1,1,21,0,177,4,4,4,3,1,4,1,1,1,4,4,2,2,1,0,0.0,1,Eco
96534,1,0,51,1,302,1,5,1,5,4,1,4,4,5,4,4,4,4,4,36,41.0,0,Eco
74469,0,0,53,0,2772,2,2,2,2,4,4,5,3,3,3,3,3,3,5,0,0.0,1,Business
26573,0,0,36,0,581,4,5,5,5,4,4,4,4,1,3,2,5,2,4,52,70.0,1,Eco
8911,1,0,15,1,510,2,4,2,3,2,2,3,2,3,5,4,4,4,2,29,26.0,0,Eco
77487,1,1,23,0,1195,5,0,5,1,4,5,4,4,3,4,4,3,5,4,19,93.0,1,Business
97935,0,0,49,0,2788,3,5,5,5,5,4,4,3,3,3,3,4,3,3,0,0.0,0,Business
37419,1,0,45,0,3356,1,1,1,1,1,4,4,5,5,5,5,2,5,1,0,1.0,1,Business
27388,0,0,28,0,679,2,2,2,2,5,5,5,5,1,3,2,2,4,5,5,0.0,1,Business
69710,0,0,10,0,1372,4,4,4,4,4,4,4,4,3,5,3,4,4,4,0,0.0,0,Business
63366,0,0,12,1,372,1,0,1,3,5,1,2,5,3,3,5,4,5,5,0,0.0,0,Eco
100053,0,0,27,1,281,2,4,2,2,2,2,2,2,3,4,4,5,4,2,25,19.0,0,Eco
44100,0,0,35,0,408,3,4,4,4,3,3,3,3,1,5,3,2,2,3,47,52.0,0,Eco
5322,0,0,68,1,383,2,5,2,3,5,4,3,4,4,2,4,4,4,2,0,0.0,0,Eco Plus
58911,0,0,45,1,888,3,3,3,2,5,2,2,4,4,3,2,2,4,2,0,0.0,0,Eco
48616,0,0,25,0,850,4,1,2,1,4,4,5,4,3,3,1,4,2,4,0,0.0,1,Eco Plus
76407,1,0,21,1,405,2,5,2,3,1,2,3,1,2,4,3,1,3,1,0,0.0,0,Business
53398,1,0,54,0,2288,4,4,4,4,2,4,4,3,3,4,3,4,3,3,121,94.0,1,Business
101601,0,0,55,0,1139,3,1,3,3,4,4,5,5,5,5,5,3,5,4,15,3.0,1,Business
110635,0,0,61,0,327,4,3,1,3,1,4,3,4,4,4,4,3,4,1,3,0.0,1,Eco Plus
122425,1,1,25,0,961,2,2,2,3,2,2,2,2,1,2,3,2,4,2,0,0.0,0,Eco
58088,0,1,28,0,589,4,4,4,3,3,4,3,3,4,5,4,3,5,3,10,0.0,1,Business
36562,0,1,35,0,1010,3,3,3,2,5,3,5,5,4,3,2,5,4,5,0,17.0,0,Eco
49101,0,0,45,0,373,4,3,5,3,4,2,5,4,4,4,4,2,4,4,36,21.0,1,Eco
83667,1,0,27,0,2718,3,2,2,2,3,3,3,3,3,2,3,2,3,3,69,77.0,0,Business
89547,1,1,27,0,1005,2,2,2,4,1,2,1,1,4,3,4,4,5,1,0,0.0,0,Business
12692,1,0,56,0,689,5,2,2,2,5,5,5,5,5,3,2,5,4,5,0,18.0,1,Eco
88415,1,0,49,0,581,2,2,2,2,2,2,2,2,4,3,3,1,2,2,0,0.0,0,Eco
101050,0,0,57,0,2001,3,3,4,3,4,4,5,4,4,4,4,3,4,5,9,0.0,1,Business
75389,0,0,48,0,2585,1,1,3,1,5,5,5,2,2,2,2,3,2,4,0,0.0,1,Business
95745,1,1,16,0,181,2,3,2,4,5,2,5,5,3,5,4,1,4,5,9,2.0,0,Eco
115220,0,0,48,0,296,1,1,3,1,4,5,4,5,5,5,5,5,5,5,0,0.0,1,Business
109036,0,0,61,0,2642,3,1,1,1,1,3,3,3,3,3,3,2,3,1,9,0.0,0,Business
128475,0,0,10,1,647,2,2,2,3,2,2,2,2,4,5,3,2,3,2,10,2.0,0,Eco
71709,0,0,50,1,1197,2,4,2,5,3,5,4,3,3,2,3,3,3,3,3,0.0,0,Eco Plus
34593,0,0,52,0,1598,2,5,5,5,2,3,4,2,2,2,2,2,2,1,0,0.0,0,Eco
105613,1,1,36,0,787,2,2,2,5,2,2,2,2,3,3,5,3,5,2,0,0.0,0,Business
2839,1,0,40,0,409,1,1,1,1,2,2,3,1,1,1,1,2,1,4,0,2.0,0,Business
111080,0,0,57,1,197,3,4,3,3,5,5,5,5,5,3,5,4,5,4,26,15.0,0,Eco
19516,0,0,22,0,566,3,3,3,3,3,3,2,3,4,3,4,3,3,3,5,3.0,0,Eco Plus
37766,0,0,47,0,1076,5,1,1,1,2,1,2,5,5,5,5,5,5,4,50,66.0,1,Eco Plus
245,0,0,29,0,2903,3,2,2,2,3,3,3,3,3,5,3,4,3,3,17,25.0,0,Business
125467,1,1,25,0,1417,2,1,1,1,2,2,2,2,3,3,2,5,1,2,0,0.0,0,Eco
84967,1,0,10,1,547,3,3,3,4,2,3,5,2,4,3,4,1,3,2,0,0.0,0,Eco Plus
44234,1,0,54,0,2616,1,1,5,1,2,1,5,5,5,5,3,4,5,4,0,6.0,1,Business
8756,1,0,23,0,1698,3,4,4,4,3,3,3,3,2,1,4,4,3,3,25,23.0,0,Business
124363,1,0,56,0,2803,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,0.0,1,Business
14670,0,1,24,0,430,2,0,2,3,5,2,5,5,4,3,5,3,4,5,0,0.0,0,Eco
110229,0,0,33,0,2300,5,5,5,5,5,4,4,5,5,5,5,3,5,4,0,6.0,1,Business
43037,1,0,42,0,391,2,1,1,1,1,2,3,2,2,2,2,2,2,4,10,0.0,0,Business
13681,1,0,52,0,954,3,3,3,3,5,4,2,4,4,4,4,5,4,3,9,13.0,1,Business
23227,0,0,53,0,116,0,3,0,4,1,3,4,2,2,2,2,3,2,5,2,0.0,1,Business
118055,1,0,33,0,1262,3,5,5,5,3,3,3,3,2,4,4,1,3,3,58,41.0,0,Business
54405,0,0,39,0,305,1,3,3,3,3,4,3,1,1,1,1,4,1,2,0,0.0,0,Business
62038,1,1,11,0,1117,3,3,3,4,3,3,5,3,4,1,4,2,4,3,11,18.0,0,Eco
2696,1,0,40,0,562,4,4,4,4,5,4,5,5,5,5,5,5,5,5,10,0.0,1,Business
60951,0,1,26,0,888,1,2,2,4,1,2,2,1,1,2,3,3,3,1,24,6.0,0,Eco
2267,1,0,59,0,925,5,5,5,5,5,5,4,3,3,4,3,4,3,5,67,57.0,1,Business
56883,1,0,53,0,2454,4,4,2,4,5,4,5,5,5,5,5,3,5,3,1,0.0,1,Business
40447,1,0,44,0,222,2,2,3,2,5,4,5,4,4,4,5,5,4,1,0,0.0,1,Business
91718,0,0,38,0,2089,4,4,4,4,4,5,4,3,3,4,3,5,3,4,0,1.0,1,Business
86124,1,1,24,0,331,5,5,5,4,2,5,3,2,4,3,5,4,5,2,2,4.0,1,Business
23356,1,0,52,1,979,1,5,1,2,3,1,3,3,5,5,4,4,5,3,67,48.0,0,Eco Plus
128855,1,0,14,1,2475,4,4,3,5,3,5,5,3,3,5,5,5,3,5,15,24.0,0,Eco
115595,1,0,43,0,2533,2,2,2,2,4,5,5,4,4,4,4,5,4,4,0,0.0,1,Business
69730,0,0,48,1,1372,1,4,1,4,3,2,3,2,2,1,2,2,2,2,0,0.0,0,Eco
128678,1,0,30,0,2288,3,3,3,3,5,5,5,5,3,4,5,5,4,5,17,0.0,1,Business
86658,0,0,70,1,746,2,4,2,4,4,3,4,3,3,2,3,2,3,4,0,0.0,0,Eco
121360,1,0,56,0,1670,5,5,5,5,3,4,4,2,2,2,2,4,2,3,0,0.0,1,Business
54056,1,0,52,0,1416,2,2,2,2,1,1,1,4,4,4,4,2,4,4,0,0.0,1,Business
19032,1,0,22,1,871,1,5,0,3,4,0,4,4,2,4,3,2,5,4,0,2.0,0,Eco
32546,1,0,62,0,2276,2,2,4,2,3,1,2,5,5,5,4,2,5,2,0,0.0,1,Business
18779,0,0,46,0,551,4,1,1,1,1,3,2,5,5,4,5,1,5,3,43,31.0,1,Eco
123450,1,0,47,0,2125,1,1,1,1,2,5,5,4,4,4,4,5,4,5,0,0.0,1,Business
83912,0,0,42,0,2543,2,5,5,5,1,3,4,2,2,1,2,2,2,3,0,0.0,0,Business
97688,0,1,66,0,491,2,2,2,4,2,2,5,2,5,3,4,4,4,2,0,0.0,0,Business
34066,0,0,40,1,1674,3,1,3,4,3,3,3,3,1,4,4,1,3,3,20,0.0,0,Eco
67813,0,0,58,0,2294,1,1,1,1,5,2,1,5,5,5,5,2,5,2,0,0.0,1,Business
66888,0,0,55,0,2114,2,5,5,5,4,4,4,2,2,2,2,3,2,4,0,0.0,0,Business
32823,1,1,22,0,216,1,0,0,2,3,0,3,3,4,4,5,3,3,3,0,3.0,0,Eco
7957,0,0,25,0,2721,2,2,2,2,3,4,3,3,3,2,4,3,4,3,0,0.0,1,Business
10533,1,0,39,0,429,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0.0,1,Business
114087,1,0,12,1,1947,0,4,0,5,1,0,1,1,5,3,5,4,5,1,25,18.0,1,Eco
113116,0,0,44,1,479,3,4,3,3,5,3,3,2,2,3,2,3,2,1,26,22.0,0,Eco
103980,0,0,40,0,1334,5,5,5,5,3,4,4,5,5,5,5,5,5,4,2,0.0,1,Business
126195,0,1,26,0,631,4,2,4,3,5,4,5,5,1,4,4,1,4,5,0,0.0,0,Eco
90521,0,0,42,0,406,4,4,4,4,3,4,5,5,5,5,5,4,5,4,3,0.0,1,Business
33406,1,1,35,0,851,1,1,1,5,1,4,4,4,2,4,5,4,1,4,0,18.0,0,Eco
46872,1,1,27,0,844,3,3,3,4,4,3,1,4,1,2,3,2,4,4,10,22.0,0,Eco
12398,1,0,22,0,2840,4,5,5,5,1,1,4,1,2,2,3,4,3,1,0,0.0,0,Business
28193,0,0,7,1,834,3,3,3,1,1,3,1,1,4,3,2,1,1,1,0,0.0,0,Eco
128049,1,0,54,0,735,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,0.0,1,Business
104568,1,1,24,0,369,2,4,2,2,3,2,3,3,4,5,5,3,5,3,11,10.0,0,Eco
44953,0,0,46,1,397,3,3,3,1,2,1,4,1,1,3,1,1,1,4,34,47.0,0,Eco
49666,0,1,40,0,109,3,3,3,2,3,3,4,3,4,2,5,1,3,3,56,54.0,0,Business
42037,1,0,32,0,116,1,2,2,2,2,2,1,2,2,4,3,1,4,2,0,0.0,0,Business
99360,1,0,48,0,409,4,4,4,4,5,5,5,4,4,4,4,5,4,3,0,0.0,1,Business
49476,1,0,59,0,109,4,3,4,4,4,4,4,4,2,1,4,2,1,4,5,0.0,1,Eco
109021,0,0,50,0,1609,4,4,4,4,4,5,5,2,2,2,2,3,2,4,14,10.0,1,Business
52439,0,0,27,1,598,4,0,4,4,3,4,3,3,4,2,5,5,5,3,0,0.0,0,Eco
107785,1,0,50,0,666,5,5,5,5,2,5,4,4,4,4,4,5,4,4,0,0.0,1,Business
82392,0,0,48,0,1808,4,4,5,4,2,5,4,4,4,4,4,5,4,3,0,1.0,1,Business
84404,1,0,15,0,606,2,5,5,5,2,2,2,2,4,1,3,4,3,2,0,0.0,0,Business
84622,1,1,18,0,669,3,4,3,3,5,3,5,5,3,2,4,3,4,5,0,0.0,0,Eco
71664,1,0,62,1,1120,1,4,1,5,2,1,2,2,3,2,5,4,4,2,0,0.0,0,Eco
49558,0,0,47,0,308,5,5,5,5,2,1,3,5,5,5,5,2,5,1,0,0.0,1,Business
48345,0,1,33,0,587,4,0,4,4,3,4,3,3,4,3,5,4,5,3,0,,0,Eco
99781,1,0,45,0,584,1,1,1,1,3,5,4,5,5,5,5,5,5,4,100,121.0,1,Business
58303,1,0,57,0,1739,4,4,4,4,5,3,4,4,4,4,4,4,4,5,6,0.0,1,Business
88778,0,0,32,0,270,4,4,2,4,5,5,5,5,5,2,4,4,4,5,0,0.0,1,Business
26486,0,0,13,1,842,3,5,3,2,2,3,2,2,4,1,2,3,2,2,0,0.0,0,Eco Plus
29816,0,0,38,0,31,4,2,2,2,4,4,4,4,4,4,3,5,2,4,0,0.0,1,Eco
48742,1,1,23,0,209,4,4,4,3,2,4,2,2,3,2,3,3,4,2,13,0.0,0,Business
74809,1,0,33,0,1431,5,4,3,4,5,5,5,5,3,3,2,4,4,5,34,51.0,1,Eco Plus
95096,1,0,65,1,248,3,5,3,2,4,3,4,4,4,3,5,5,4,4,14,28.0,0,Eco
75719,0,1,21,0,813,5,5,5,1,2,5,4,2,3,5,4,3,5,2,0,0.0,1,Eco
77142,0,0,58,0,1865,5,5,5,5,5,3,4,4,4,4,4,3,4,3,0,0.0,1,Business
3146,1,0,40,0,140,1,1,1,1,3,4,5,5,5,5,5,5,5,5,0,0.0,1,Business
114585,0,1,45,0,446,2,2,2,1,4,2,4,4,3,2,5,5,5,4,0,0.0,1,Business
54334,0,0,8,1,1597,2,5,2,4,1,2,1,1,3,3,4,5,4,1,4,0.0,0,Eco
89808,0,0,52,0,1688,2,4,2,2,2,4,5,4,4,4,4,4,4,5,22,13.0,1,Business
48235,1,0,32,1,259,5,3,5,5,2,5,1,2,5,4,5,3,5,2,0,0.0,1,Eco
84004,0,0,13,1,373,2,3,2,3,5,2,5,5,3,3,5,3,2,5,0,4.0,0,Eco
59561,0,1,24,0,787,2,2,2,2,1,2,1,1,4,2,5,3,5,1,6,0.0,0,Eco
128126,0,0,54,1,1587,2,5,2,5,2,5,5,4,4,2,4,3,4,3,0,0.0,0,Eco
114332,0,0,69,1,862,4,4,4,2,2,4,4,4,4,4,4,5,4,5,8,9.0,0,Eco
70149,0,0,7,1,550,4,4,4,3,1,4,1,1,2,5,2,1,4,1,4,4.0,0,Eco
88151,1,0,54,0,2703,1,1,4,1,3,5,5,5,5,5,5,5,5,4,19,5.0,1,Business
114784,0,0,59,0,1503,2,5,2,2,4,4,5,5,5,5,5,5,5,5,10,0.0,1,Business
25823,0,0,22,0,1747,4,5,5,5,4,4,5,4,5,3,1,4,1,4,4,7.0,1,Eco Plus
10585,0,1,23,0,458,2,4,2,5,2,2,2,2,3,4,4,5,5,2,26,30.0,0,Eco
6797,1,0,36,0,223,1,3,1,1,2,4,5,5,5,5,5,5,5,5,0,0.0,1,Business
74743,1,0,46,1,1171,3,4,4,4,4,4,4,4,3,5,3,4,4,4,0,0.0,0,Eco
38213,0,0,23,0,1197,4,5,5,5,4,4,5,4,3,2,1,5,2,4,0,0.0,1,Eco Plus
40194,1,1,24,0,387,4,0,4,3,5,4,2,5,5,2,5,1,5,5,0,0.0,0,Eco
66085,0,0,41,1,1055,2,4,2,3,5,2,5,5,5,2,5,4,5,5,9,9.0,0,Eco
12489,0,0,49,0,190,5,3,3,3,4,5,1,5,5,5,5,5,5,4,0,0.0,1,Eco Plus
1205,0,0,54,1,312,2,4,4,3,5,5,5,5,5,4,5,3,5,4,0,0.0,0,Eco
15442,0,0,59,0,331,4,4,4,4,2,2,3,5,5,4,5,1,5,4,0,1.0,0,Eco
45670,1,0,32,1,313,3,4,2,3,3,2,1,3,4,2,5,5,4,3,0,0.0,0,Eco Plus
2069,1,0,40,0,2502,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0.0,1,Business
30998,1,0,42,0,391,5,5,5,5,3,3,3,4,4,4,4,4,4,4,29,60.0,1,Business
107705,1,1,21,0,405,2,3,2,3,4,2,4,4,4,2,3,4,2,4,13,3.0,0,Eco
5059,0,0,52,0,3394,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,25.0,1,Business
41307,1,0,27,0,802,3,5,2,5,3,4,3,3,2,1,4,2,4,3,0,8.0,1,Eco
101057,0,0,54,0,368,2,3,3,3,1,3,4,2,2,2,2,2,2,2,23,9.0,0,Eco
101241,1,0,48,0,1587,3,3,3,3,3,3,3,3,2,1,3,3,4,3,21,11.0,0,Eco
88689,1,0,33,1,594,3,4,3,3,3,3,3,3,4,3,4,1,3,3,87,69.0,0,Eco
110657,1,0,52,0,3000,2,2,2,2,5,5,4,4,4,4,4,4,4,3,4,0.0,1,Business
34777,0,0,43,1,209,3,3,3,3,3,3,4,5,5,3,5,3,5,2,40,42.0,0,Eco
104813,1,0,69,1,587,1,5,1,2,3,1,3,3,3,2,5,5,5,3,48,41.0,0,Eco
69775,0,0,50,0,2454,4,4,4,4,4,4,4,2,5,3,4,4,4,4,0,13.0,0,Eco
29989,0,0,22,0,183,2,2,2,2,5,5,3,5,3,2,4,4,5,5,0,1.0,1,Business
59265,1,0,44,0,4963,5,5,5,5,5,4,4,3,2,3,4,4,4,4,0,0.0,1,Business
105677,0,1,44,0,663,2,4,2,3,2,2,2,2,2,5,3,1,3,2,15,9.0,0,Eco
91275,0,1,51,0,545,2,1,1,4,3,2,3,3,3,2,4,4,4,3,2,0.0,0,Business
119125,0,1,15,0,1107,5,5,5,2,4,5,4,4,3,5,5,5,4,4,0,0.0,1,Eco
114950,1,0,41,0,404,3,3,3,3,2,4,5,4,4,5,4,5,4,3,0,0.0,1,Business
1099,1,0,52,1,134,2,3,2,3,2,2,4,2,4,5,3,2,3,2,0,0.0,0,Eco
125778,0,0,28,0,2637,1,1,1,1,5,5,5,5,4,4,4,5,4,5,14,61.0,1,Business
100511,0,1,18,0,580,2,4,2,3,2,2,2,2,2,2,3,4,4,2,38,30.0,0,Eco
116023,1,0,45,1,337,3,3,3,3,4,3,4,4,5,5,1,3,3,4,0,0.0,0,Eco
90269,0,0,30,0,2610,4,4,3,4,4,4,4,4,4,4,5,4,4,4,0,0.0,1,Business
51216,0,0,55,0,153,4,2,2,2,3,5,5,4,4,4,4,4,4,5,26,18.0,1,Eco Plus
44776,1,1,50,0,1250,4,4,4,3,2,4,2,2,1,2,3,2,4,2,0,0.0,0,Eco
129376,0,1,27,0,2454,3,3,3,3,2,3,2,2,4,5,3,3,5,2,0,0.0,0,Business
81747,1,0,43,0,1487,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0.0,1,Business
91624,0,0,42,0,1312,4,5,5,5,2,2,2,4,4,4,4,3,4,1,100,87.0,0,Eco
52409,0,0,8,1,370,2,4,2,2,3,2,3,3,2,5,4,4,2,3,0,0.0,0,Eco
43944,0,1,38,0,473,3,3,3,3,3,3,3,3,2,5,4,1,4,3,0,6.0,0,Business
62821,0,0,23,1,2556,2,3,2,3,2,2,2,4,1,3,3,2,3,2,3,14.0,0,Eco
19099,1,0,35,0,287,5,4,4,4,5,5,5,5,2,5,1,4,5,5,0,0.0,1,Eco
