id,Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction,Customer Feedback,Requested Special Assistance,Passenger Group,Class
123070,1,1,50,1,2657,2,2,2,2,5,5,4,4,4,4,4,3,4,3,0,0,1,1,0,2,Business
14510,0,1,60,0,328,0,2,0,3,1,0,1,1,1,5,3,2,3,1,0,0,1,1,0,0,Eco
8717,0,1,55,0,280,3,4,3,4,3,3,3,3,3,4,3,1,3,3,52,63,0,0,0,0,Eco
92207,0,1,48,0,1956,3,4,3,3,3,3,3,3,4,4,3,4,4,3,0,0,0,0,0,2,Eco
128957,0,1,52,1,414,5,5,5,5,3,5,5,5,5,4,5,5,5,3,2,0,1,1,0,0,Business
17381,0,0,20,1,637,4,0,4,2,4,4,4,4,4,4,4,3,4,4,0,0,0,0,0,1,Eco
16400,0,1,61,0,533,1,5,1,3,2,1,1,2,4,4,4,5,4,2,34,29,0,0,1,1,Eco
68448,1,0,49,1,1067,1,0,0,2,4,1,4,4,5,2,4,4,4,4,0,0,0,0,0,1,Business
87992,1,1,57,1,646,4,4,4,4,2,4,4,4,4,4,4,3,4,5,0,2,1,1,0,1,Business
16922,0,1,66,0,820,3,5,3,2,1,1,3,3,3,3,3,5,3,1,40,77,0,0,1,1,Business
82465,1,1,55,0,502,4,5,4,3,3,5,5,5,5,4,5,4,5,4,0,22,0,0,0,1,Eco
83279,1,1,50,0,1979,2,4,2,4,5,5,3,4,4,2,4,4,4,2,8,48,0,0,0,2,Eco
49083,0,0,57,1,250,3,5,3,3,5,3,5,5,2,4,3,3,5,5,0,0,0,0,0,0,Eco
29223,0,1,44,1,434,4,5,5,5,3,3,4,4,4,4,4,4,4,2,9,2,0,0,0,0,Business
128167,1,0,22,1,928,3,3,3,3,1,3,1,1,4,5,4,4,5,1,12,0,1,1,0,1,Eco
2942,1,0,24,1,737,5,4,5,3,5,5,4,5,3,3,5,3,5,5,22,43,1,1,0,1,Business
22631,1,1,38,0,300,3,3,1,4,2,1,3,2,1,3,3,4,3,2,0,0,0,0,0,0,Eco
17413,1,0,41,1,351,2,2,2,2,1,2,1,1,3,4,5,5,1,1,10,0,1,1,0,0,Business
104964,0,1,41,1,3108,3,3,3,3,2,4,5,4,4,4,4,3,4,5,17,22,1,1,0,2,Business
80511,0,1,15,0,1749,3,3,3,3,3,3,4,3,2,1,4,3,4,3,0,0,0,0,0,2,Eco
114330,1,1,70,0,862,3,4,3,5,3,2,1,1,1,3,2,1,1,5,0,0,0,0,1,1,Eco
114693,0,0,26,1,373,5,0,5,2,2,5,2,2,4,5,5,3,5,2,48,48,1,1,0,0,Business
40662,0,1,35,1,590,3,3,3,3,1,3,3,3,3,3,3,2,3,4,0,0,0,0,0,1,Business
70374,1,1,49,0,1145,2,5,2,2,4,3,5,2,2,2,2,3,2,3,0,0,0,0,0,1,Eco
129814,0,1,49,0,337,2,2,2,3,3,2,3,3,2,2,3,1,3,3,0,0,0,0,0,0,Eco
71069,1,1,25,0,978,1,5,1,2,1,1,1,1,5,3,4,5,4,1,0,0,0,0,0,1,Eco
2713,0,1,32,0,562,3,3,3,1,1,3,4,1,3,5,1,1,5,1,0,0,0,0,0,1,Eco
110021,1,1,66,0,1204,4,1,4,3,3,4,3,4,4,4,4,4,4,3,56,38,0,0,1,1,Eco
121551,1,1,43,1,1764,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0,0,1,1,0,2,Business
125402,0,1,43,0,1440,3,4,3,4,3,3,3,3,4,4,4,4,4,3,0,0,0,0,0,1,Eco
29435,1,1,38,1,421,3,4,3,3,2,5,5,4,4,5,4,3,4,3,0,6,1,1,0,0,Business
31101,1,1,11,0,1014,4,4,4,4,3,4,1,3,3,3,2,2,4,3,0,0,0,0,0,1,Eco
118586,0,1,51,1,621,4,1,2,2,4,4,4,4,1,4,3,1,3,4,17,10,0,0,0,1,Eco
23804,0,0,44,1,304,1,2,1,4,5,1,5,5,4,3,4,1,3,5,34,36,0,0,0,0,Eco
97288,0,0,27,1,843,3,3,3,3,1,3,1,1,5,5,5,3,5,1,17,14,0,0,0,1,Business
56683,1,1,57,0,937,1,5,1,1,5,5,4,4,4,1,5,4,4,5,3,0,0,0,0,1,Eco
39243,1,1,39,1,160,4,3,3,3,4,4,4,4,3,4,2,5,4,4,0,0,1,1,0,0,Eco
6460,0,1,41,1,213,4,3,4,3,4,4,4,4,2,5,4,2,3,4,21,19,0,0,0,0,Eco Plus
58300,0,1,13,0,678,2,5,2,4,5,2,1,5,3,3,5,3,4,5,10,16,0,0,0,1,Eco Plus
118260,1,1,12,0,1972,3,1,3,4,3,3,3,3,2,1,3,3,3,3,39,28,0,0,0,2,Eco
73841,1,1,28,1,1709,2,2,2,2,4,4,4,4,3,2,5,5,5,4,3,0,1,1,0,2,Business
18276,0,1,40,1,137,4,1,1,1,4,4,4,4,4,4,3,5,5,4,56,39,1,1,0,0,Eco Plus
126301,0,1,40,0,328,2,0,2,1,2,2,2,2,3,5,4,4,5,2,1,8,0,0,0,0,Eco
31120,1,1,27,1,991,3,5,5,5,3,4,3,3,1,2,1,5,1,3,75,59,1,1,0,1,Eco
56973,1,1,25,0,2565,2,4,2,1,2,3,3,2,5,1,4,3,2,3,96,98,0,0,0,2,Eco
92736,0,1,42,1,1276,3,1,1,1,5,3,3,3,3,3,3,3,3,2,0,0,0,0,0,1,Business
5878,0,1,42,1,1757,3,3,3,3,4,4,4,3,2,5,5,4,3,4,237,303,1,1,0,2,Business
11285,0,1,29,0,270,2,0,2,1,3,2,3,3,4,4,5,3,4,3,0,0,0,0,0,0,Eco
122636,1,1,32,1,3756,2,2,3,2,5,5,5,5,3,4,4,5,4,5,0,0,1,1,0,2,Business
94800,1,1,29,1,2335,3,4,4,4,3,3,3,3,1,3,4,2,3,3,4,6,0,0,0,2,Business
9419,0,0,28,1,362,5,5,5,3,5,5,5,5,5,2,5,3,4,5,0,0,1,1,0,0,Business
70233,0,1,43,1,1068,2,2,2,2,2,4,4,4,4,4,4,5,4,4,0,0,1,1,0,1,Business
122587,1,1,39,1,3795,1,1,2,1,2,4,5,5,5,5,5,4,5,5,0,0,1,1,0,2,Business
38817,0,1,26,0,353,1,5,1,1,3,1,3,3,1,2,1,4,3,3,0,0,0,0,0,0,Eco
119486,1,1,23,1,814,3,5,4,4,3,3,4,3,3,4,3,4,4,3,34,24,0,0,0,1,Eco
65023,0,1,70,0,190,3,3,3,3,5,3,1,5,3,2,2,4,2,5,12,4,0,0,1,0,Eco
11633,1,0,26,1,835,3,3,3,4,3,3,3,3,4,3,4,4,5,3,1,0,0,0,0,1,Business
88840,0,1,44,0,404,4,4,4,3,3,4,3,3,3,4,5,5,4,3,0,0,0,0,0,0,Eco Plus
35471,1,1,33,0,1069,2,5,3,1,5,3,2,5,3,4,4,4,4,5,26,50,0,0,0,1,Eco
97123,1,0,25,1,1242,3,3,3,4,5,3,5,5,2,5,4,1,3,5,51,44,0,0,0,1,Eco
15424,0,0,22,1,377,2,0,2,3,5,2,5,5,2,2,3,1,3,5,6,10,0,0,0,0,Eco
271,0,0,35,1,802,2,1,1,3,4,1,4,4,4,2,3,3,4,4,0,2,0,0,0,1,Business
3859,1,1,31,0,650,1,3,1,4,2,1,2,2,4,1,1,1,4,2,0,0,0,0,0,1,Eco Plus
29480,0,1,20,1,1107,1,1,1,1,3,3,3,3,5,4,1,1,2,3,0,0,1,1,0,1,Business
124537,1,1,53,1,1276,3,3,3,3,5,5,4,3,3,3,3,5,3,3,0,0,1,1,0,1,Business
64924,0,1,48,1,469,2,4,4,4,2,2,2,2,4,2,2,4,3,2,0,0,0,0,0,0,Eco
127706,1,1,60,1,2315,2,2,2,2,5,4,4,4,4,4,4,3,4,5,0,0,1,1,0,2,Business
88645,1,1,63,0,594,4,4,4,3,3,2,2,3,3,4,3,5,3,5,0,0,1,1,1,1,Eco
94909,1,1,36,1,239,3,2,2,2,3,3,3,3,3,5,4,4,3,3,5,1,1,1,0,0,Eco
89945,0,1,54,0,1501,1,4,1,2,3,1,3,3,3,4,5,4,5,3,0,1,0,0,0,2,Eco
32233,0,1,51,1,3188,2,2,2,2,2,3,5,4,4,4,5,4,4,5,0,0,1,1,0,2,Business
94164,1,1,50,1,3705,4,4,4,4,4,5,4,4,4,4,4,4,4,5,0,0,1,1,0,2,Business
596,1,1,44,1,89,1,1,1,1,2,4,5,4,4,4,4,4,4,5,25,23,1,1,0,0,Business
118125,0,1,65,0,1506,1,4,1,4,2,1,2,2,4,2,3,1,3,2,19,4,0,0,1,2,Eco
66335,0,0,54,1,986,1,1,1,3,1,1,1,1,5,2,5,3,5,1,0,0,0,0,0,1,Business
8128,0,1,32,1,3952,0,0,0,4,1,1,1,1,5,3,5,3,5,1,0,0,1,1,0,2,Business
94090,1,1,39,0,239,1,5,1,1,4,5,5,3,3,1,5,4,3,4,0,0,0,0,0,0,Business
3992,1,1,50,1,479,4,4,4,4,4,5,4,5,5,5,5,4,5,3,0,10,1,1,0,0,Business
129017,1,0,25,1,752,1,1,1,3,1,1,1,2,5,4,3,1,2,1,1,0,0,0,0,1,Eco
88029,0,1,59,1,2170,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0,1,1,0,2,Business
22026,0,1,33,1,448,5,1,1,1,5,5,5,5,5,4,2,1,1,5,0,0,1,1,0,0,Eco Plus
2468,1,1,58,0,773,1,2,1,3,4,4,4,1,1,1,1,3,1,4,5,0,0,0,0,1,Eco
90114,0,1,24,1,3990,1,1,4,1,3,4,3,3,3,2,5,5,5,3,0,0,1,1,0,2,Business
128257,1,1,32,1,325,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0,1,1,0,0,Business
125749,1,1,70,0,861,4,5,4,4,5,5,5,5,5,4,5,4,5,5,0,33,0,0,1,1,Business
71597,1,1,43,1,2730,4,5,5,5,1,4,3,4,4,4,4,2,4,2,0,6,0,0,0,2,Business
42116,0,1,50,1,898,1,1,2,1,1,1,1,1,1,2,4,1,4,1,0,0,0,0,0,1,Eco
8918,0,0,24,1,661,4,0,3,4,4,3,4,4,4,2,5,4,4,4,0,0,0,0,0,1,Eco
43863,0,1,38,1,1766,0,5,0,4,5,4,2,3,3,3,3,5,3,2,0,0,1,1,0,2,Business
66004,0,1,42,1,2211,2,2,2,2,4,4,5,5,5,4,5,5,5,5,0,0,1,1,0,2,Business
73030,0,1,37,0,1096,2,1,2,1,2,2,1,2,1,1,1,3,2,2,0,0,0,0,0,1,Eco
120773,1,0,30,1,678,2,2,2,4,1,2,1,1,1,3,3,4,3,1,5,22,0,0,0,1,Eco
35517,1,1,38,0,1144,4,5,5,1,3,5,3,3,5,4,3,4,4,3,0,0,0,0,0,1,Eco
49647,0,1,61,1,337,5,3,3,3,5,5,5,5,4,1,3,5,5,5,23,20,1,1,1,0,Eco
125762,0,1,51,1,920,1,1,2,1,3,3,3,4,4,4,4,3,5,3,199,197,1,1,0,1,Business
2904,1,1,45,0,491,2,5,2,5,4,4,4,2,2,2,2,4,2,5,95,104,0,0,0,0,Eco
124382,0,1,55,0,808,0,3,0,1,4,0,4,4,3,1,3,3,3,4,0,0,1,1,0,1,Eco
123280,1,1,52,0,328,3,2,3,3,1,3,3,3,3,3,3,4,3,3,21,11,0,0,0,0,Eco
75122,0,0,43,1,1744,3,3,3,3,2,3,1,2,3,2,4,4,4,2,0,0,1,1,0,2,Business
65249,1,0,37,1,190,2,2,2,3,3,2,3,3,3,3,4,4,3,3,0,0,0,0,0,0,Eco Plus
17771,1,1,47,1,1075,4,5,5,5,1,3,1,4,4,4,4,3,4,3,0,0,1,1,0,1,Eco
43265,1,1,42,1,436,2,4,4,4,1,4,4,2,2,2,2,3,2,4,0,0,1,1,0,0,Eco
82531,1,1,51,1,440,1,5,5,5,3,4,3,1,1,2,1,1,1,1,0,0,0,0,0,0,Business
66066,0,1,9,0,1055,2,5,2,4,2,2,2,2,5,4,5,3,5,2,0,0,0,0,0,1,Eco
125546,1,1,59,1,226,0,0,0,5,2,5,5,5,5,5,5,4,5,4,16,10,1,1,0,0,Business
118512,0,0,25,1,304,3,0,3,2,2,3,2,2,3,4,5,5,4,2,38,23,0,0,0,0,Business
93951,0,1,30,0,507,4,5,4,2,5,4,5,5,4,4,5,3,5,5,0,0,0,0,0,1,Eco
88734,0,1,49,0,515,3,3,3,4,4,3,4,4,3,2,4,4,4,4,0,0,0,0,0,1,Eco
13889,1,1,7,0,578,5,4,5,1,5,5,5,5,3,3,4,4,4,5,7,0,1,1,0,1,Eco
33272,1,1,32,0,101,3,4,3,5,2,3,2,2,4,3,2,4,2,2,0,1,0,0,0,0,Eco Plus
484,0,1,45,1,1528,0,0,0,3,2,4,4,3,3,3,3,3,3,5,5,1,1,1,0,2,Business
64133,1,1,42,1,2200,2,2,5,2,4,5,4,5,5,5,5,5,5,5,20,0,1,1,0,2,Business
32664,0,1,41,1,163,5,1,3,1,5,5,5,5,1,5,2,5,1,5,0,0,1,1,0,0,Eco
73059,1,1,44,1,696,5,1,1,1,4,5,5,5,5,5,5,5,5,3,9,0,1,1,0,1,Eco Plus
84919,0,1,20,0,547,3,1,3,3,5,3,5,5,2,1,3,3,4,5,0,0,0,0,0,1,Eco
67206,0,1,17,0,985,2,5,2,3,3,2,5,3,3,3,5,3,4,3,0,0,0,0,0,1,Eco
85461,1,1,35,1,214,1,5,5,5,3,3,2,1,1,1,1,1,1,3,6,4,0,0,0,0,Business
108650,1,1,42,1,1747,4,4,4,4,5,5,5,5,5,5,5,3,5,5,13,39,1,1,0,2,Business
15447,1,1,32,1,164,3,1,1,1,3,3,3,3,3,3,3,4,3,3,0,0,0,0,0,0,Eco
1486,0,0,22,1,737,5,0,5,4,2,5,1,2,3,4,5,4,5,2,0,0,1,1,0,1,Business
93490,1,1,40,1,1613,3,3,3,3,2,5,5,5,5,5,5,4,5,5,15,4,1,1,0,2,Business
123470,0,0,23,1,919,1,1,1,5,2,1,2,2,4,3,3,4,4,2,2,0,0,0,0,1,Eco
100264,0,1,27,1,2006,5,5,5,5,5,5,5,5,5,2,4,4,5,5,12,29,1,1,0,2,Business
61236,1,1,37,1,2413,2,1,1,1,3,4,3,2,2,2,2,2,2,4,18,7,0,0,0,2,Business
76257,0,1,39,1,1399,1,3,3,3,1,1,1,1,2,3,3,2,4,1,0,2,0,0,0,1,Eco Plus
45779,1,1,49,1,2094,5,5,3,5,3,1,2,5,5,5,5,2,5,2,0,0,1,1,0,2,Business
83530,0,1,53,0,946,1,1,1,2,2,1,4,2,2,5,2,4,3,2,0,0,0,0,0,1,Eco Plus
79856,0,1,53,1,1715,5,5,2,5,3,5,4,5,5,5,5,4,5,4,0,14,1,1,0,2,Business
15583,1,0,24,1,229,2,4,1,4,5,1,5,5,1,2,3,5,3,5,0,0,0,0,0,0,Eco
89587,1,1,42,1,1069,2,2,2,2,2,5,5,2,2,2,2,4,2,4,124,117,1,1,0,1,Business
92081,1,0,62,1,1589,3,3,3,3,3,3,3,3,3,2,3,3,4,3,0,0,0,0,1,2,Eco
38171,1,1,28,0,1237,2,4,2,5,3,2,3,3,3,2,4,5,4,3,32,10,0,0,0,1,Eco
108999,0,1,60,1,3180,2,2,4,2,4,5,4,4,4,4,4,4,4,5,39,35,1,1,0,2,Business
2842,1,1,44,1,2646,1,1,1,1,4,5,5,4,4,5,4,3,4,4,3,5,1,1,0,2,Business
32583,0,1,31,1,101,3,5,3,3,3,3,3,3,4,5,3,4,4,3,0,0,0,0,0,0,Eco
46019,1,0,18,1,898,5,5,5,4,1,5,1,1,2,3,2,3,5,1,14,8,1,1,0,1,Eco
106935,0,0,10,1,1036,3,2,2,4,4,2,4,4,1,2,4,4,3,4,29,27,0,0,0,1,Eco
4917,1,1,54,1,3353,2,1,1,1,5,1,2,2,2,2,2,1,2,4,0,33,0,0,0,2,Business
117428,0,1,8,0,1460,4,5,4,4,2,4,2,2,4,4,4,3,5,2,39,29,0,0,0,1,Eco
30793,1,0,24,1,895,2,1,2,4,2,2,2,2,4,3,3,1,3,2,95,90,0,0,0,1,Eco Plus
38276,0,1,58,0,1133,3,4,3,2,3,3,3,3,3,5,3,3,4,3,14,15,0,0,0,1,Eco
31464,0,1,41,1,776,4,4,2,4,4,4,4,4,5,1,3,3,1,4,14,19,1,1,0,1,Eco
90127,0,1,42,1,1145,2,1,1,1,3,2,3,3,2,4,3,4,4,3,0,0,0,0,0,1,Eco
74098,0,1,49,1,2547,5,5,5,5,4,5,5,3,3,4,3,4,3,4,29,19,1,1,0,2,Business
2418,0,1,17,0,604,1,5,1,4,5,1,5,5,5,5,4,5,5,5,9,10,0,0,0,1,Eco
11079,1,1,27,0,74,0,4,0,5,2,0,2,2,4,4,5,5,4,2,0,0,1,1,0,0,Eco
87557,0,0,59,1,432,2,2,2,3,3,2,4,3,4,3,4,2,3,3,14,22,0,0,0,0,Eco
119775,0,1,32,1,936,1,1,1,1,5,5,5,5,3,4,5,5,5,5,0,0,1,1,0,1,Business
129260,0,1,55,1,1235,5,5,5,5,4,4,4,1,1,2,1,3,1,5,0,0,1,1,0,1,Business
76893,1,0,49,1,630,2,3,2,4,5,2,5,5,4,3,4,4,3,5,0,1,0,0,0,1,Eco
98238,1,0,38,1,1072,4,4,4,3,2,4,2,2,5,4,4,3,4,2,7,19,1,1,0,1,Business
28079,0,1,30,0,2603,2,4,2,1,2,3,1,4,4,4,4,1,4,1,0,0,0,0,0,2,Eco Plus
25952,1,1,42,1,3553,2,2,2,2,2,2,2,5,5,5,5,2,5,3,8,0,1,1,0,2,Business
107074,0,1,23,0,395,1,5,1,2,1,1,1,1,1,1,2,2,3,1,0,0,0,0,0,0,Eco
3088,1,1,44,1,594,3,3,3,3,4,4,5,4,4,4,4,5,4,4,0,0,1,1,0,1,Business
54251,1,1,34,1,1595,3,3,3,3,3,3,3,2,2,2,2,1,2,3,3,0,1,1,0,2,Business
59908,0,1,53,1,2639,5,5,5,5,3,4,4,5,5,5,5,5,5,3,0,0,1,1,0,2,Business
122122,0,1,51,1,130,1,5,5,5,1,1,1,1,3,4,3,4,3,1,0,0,0,0,0,0,Eco Plus
87538,1,1,56,0,321,2,3,2,2,2,5,5,1,1,2,1,5,1,4,0,0,0,0,0,0,Eco Plus
1611,1,1,49,1,968,2,2,4,2,3,5,5,5,5,5,5,5,5,3,13,6,1,1,0,1,Business
112862,1,1,49,1,2084,5,5,5,5,3,4,5,2,2,2,2,5,2,3,25,19,1,1,0,2,Business
89297,1,1,7,0,453,4,4,2,1,2,2,4,3,4,4,5,4,4,4,161,154,1,1,0,0,Eco
18442,1,1,43,1,1510,2,5,2,2,2,5,5,5,5,5,5,5,5,5,0,0,1,1,0,2,Business
48898,1,1,39,1,89,3,3,3,3,3,3,5,5,5,4,3,3,5,5,93,81,1,1,0,0,Business
121478,0,1,31,0,331,3,3,3,2,5,3,5,5,5,1,1,5,5,5,0,0,0,0,0,0,Eco
59309,0,1,44,1,2338,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,0,1,1,0,2,Business
112885,1,1,21,1,715,3,3,3,3,3,3,3,3,1,3,3,2,3,3,24,18,0,0,0,1,Business
48551,0,1,24,0,853,3,4,2,3,1,2,1,1,3,4,4,5,4,1,0,5,0,0,0,1,Eco
22311,0,1,41,1,2902,4,4,4,4,2,5,3,4,4,4,5,4,4,2,6,0,1,1,0,2,Business
20014,1,1,34,0,599,3,4,3,4,4,3,4,4,4,2,4,1,3,4,0,0,0,0,0,1,Eco
108687,0,0,21,1,577,3,5,3,2,3,3,3,3,4,3,5,4,4,3,6,0,0,0,0,1,Eco
53703,1,1,50,1,2842,2,3,3,3,5,2,3,2,2,2,2,1,2,1,3,0,0,0,0,2,Business
111011,1,0,33,1,197,1,1,1,3,3,1,3,3,4,5,5,4,5,3,0,0,0,0,0,0,Business
27071,0,1,12,0,1399,2,4,2,4,2,2,2,2,3,2,5,5,5,2,0,0,0,0,0,1,Eco
48563,0,1,48,0,737,1,5,1,3,3,1,3,3,4,3,4,4,5,3,15,26,0,0,0,1,Eco
77024,0,1,41,1,368,4,4,4,4,4,1,5,5,5,5,5,3,5,5,3,0,1,1,0,0,Business
8384,0,1,46,0,773,1,4,1,3,2,1,2,2,2,1,4,2,4,2,36,48,0,0,0,1,Eco
57853,1,1,23,1,2329,1,0,0,4,0,2,2,3,2,3,3,2,2,2,15,18,0,0,0,2,Business
19770,0,1,31,1,3863,2,3,3,3,2,2,2,2,2,1,3,1,4,2,110,104,0,0,0,2,Business
90689,1,1,37,1,1834,1,1,1,1,3,5,5,4,4,5,4,4,4,4,1,0,1,1,0,2,Business
6295,1,1,60,1,693,3,3,2,3,4,5,4,4,4,4,4,3,4,4,29,24,1,1,0,1,Business
32541,0,0,25,1,163,4,0,4,5,4,4,4,4,5,2,4,3,2,4,0,3,1,1,0,0,Eco
114539,0,1,38,0,446,4,5,4,2,2,4,4,3,3,4,3,5,3,5,36,48,0,0,0,0,Business
49871,1,0,16,1,326,0,2,0,1,5,0,5,5,1,2,4,1,4,5,0,0,1,1,0,0,Eco
34867,1,0,40,1,1295,4,4,4,3,3,4,3,3,1,4,4,4,2,3,0,0,1,1,0,1,Business
64797,1,1,33,1,2102,5,5,5,5,3,4,4,5,5,5,5,5,5,4,37,27,1,1,0,2,Business
123018,0,0,23,1,631,2,0,2,3,5,2,5,5,3,5,4,3,5,5,0,6,0,0,0,1,Eco
121975,1,1,51,1,185,3,3,3,3,2,5,4,3,3,4,5,3,3,3,0,0,1,1,0,0,Business
108481,0,1,49,1,570,2,2,2,2,2,5,5,5,5,5,5,3,5,3,34,27,1,1,0,1,Business
87925,0,1,47,1,1619,1,1,1,1,4,4,4,4,4,4,4,3,4,5,17,24,1,1,0,2,Business
127400,0,0,27,1,872,4,4,4,4,3,4,3,3,1,5,4,4,3,3,0,0,0,0,0,1,Eco
23740,0,1,29,1,3884,4,4,4,4,5,5,5,5,2,2,1,4,2,5,0,0,1,1,0,2,Business
108495,1,1,57,1,1779,5,5,5,5,2,5,4,4,4,4,4,5,4,5,0,0,1,1,0,2,Business
117562,0,1,46,1,3787,1,1,1,1,4,4,5,5,5,5,5,4,5,5,20,9,1,1,0,2,Business
67833,1,1,33,1,1235,3,1,1,1,2,4,4,3,3,3,3,3,3,4,17,6,0,0,0,1,Business
68083,1,1,32,1,2085,1,4,4,4,1,1,1,1,4,1,2,3,2,1,9,6,0,0,0,2,Business
124493,0,0,29,1,930,4,4,4,3,4,4,5,4,5,4,5,4,5,4,0,0,0,0,0,1,Business
124089,0,1,60,1,3363,4,4,4,4,5,4,4,2,2,2,2,5,2,4,0,0,1,1,0,2,Business
88296,0,1,44,1,2254,1,1,5,1,2,4,4,4,4,5,4,5,4,3,0,4,1,1,0,2,Business
36914,1,1,45,1,740,5,1,1,1,3,1,4,5,5,5,5,2,5,1,0,0,1,1,0,1,Eco
108846,0,1,48,1,1947,2,2,2,2,2,5,5,3,3,3,3,5,3,4,14,11,1,1,0,2,Business
107693,1,1,30,1,2453,1,1,5,1,4,4,4,4,3,4,4,4,4,4,0,0,1,1,0,2,Business
56552,1,0,25,1,1023,5,5,5,4,2,5,1,2,3,3,4,4,4,2,14,19,1,1,0,1,Business
81073,1,1,39,1,931,3,3,3,3,3,4,5,5,5,4,5,5,5,5,0,0,1,1,0,1,Business
41024,1,1,45,1,989,4,5,5,5,3,2,1,4,4,4,4,3,4,4,0,21,1,1,0,1,Eco
5156,1,1,67,0,622,1,4,1,1,4,5,5,3,3,1,3,5,3,3,0,33,0,0,1,1,Eco
53495,0,1,65,0,2419,3,4,3,3,3,5,5,5,4,4,4,5,3,5,4,0,0,0,1,2,Eco
111922,1,1,55,1,2131,5,5,1,5,2,5,4,4,4,5,4,4,4,5,0,0,1,1,0,2,Business
5069,0,1,64,1,223,1,3,3,3,2,1,2,2,4,5,3,2,4,2,6,0,0,0,1,0,Eco
65689,1,1,51,0,926,2,5,2,2,2,3,5,5,5,2,5,3,5,3,47,34,0,0,0,1,Eco Plus
25805,1,1,37,0,762,2,4,2,3,4,2,4,4,4,4,4,3,4,4,0,0,0,0,0,1,Eco
127278,1,1,24,0,1107,3,5,4,3,3,4,3,3,3,5,5,3,4,3,0,0,0,0,0,1,Eco
32010,1,1,14,0,102,2,3,2,4,2,2,2,2,1,2,4,1,4,2,1,3,0,0,0,0,Business
45231,1,0,26,1,911,2,2,2,4,4,2,4,4,4,4,3,1,4,4,59,46,0,0,0,1,Eco
21083,0,0,61,1,227,1,1,1,4,4,1,4,4,1,2,4,2,3,4,0,0,0,0,1,0,Business
3408,0,1,47,0,213,1,2,1,1,3,1,2,3,5,3,5,4,5,3,0,4,0,0,0,0,Eco
111374,0,0,39,1,1050,3,3,3,2,2,3,3,2,3,5,2,2,3,2,21,16,0,0,0,1,Eco
109078,0,1,44,0,972,3,5,3,3,2,3,2,2,4,3,5,4,5,2,11,41,0,0,0,1,Eco
67080,0,1,59,1,929,3,1,1,1,3,3,3,3,4,3,4,1,4,3,41,81,0,0,0,1,Eco
53059,0,1,59,0,1208,1,1,1,4,5,1,5,5,1,1,3,1,4,5,0,0,0,0,0,1,Eco
128054,1,1,63,0,735,1,1,1,4,5,4,3,1,1,1,1,4,1,1,11,8,0,0,1,1,Eco
85612,1,1,31,0,259,3,4,3,2,1,3,1,1,1,1,4,1,3,1,0,0,0,0,0,0,Eco
95657,1,1,59,0,845,3,4,4,4,5,4,4,2,2,4,2,3,2,4,0,0,0,0,0,1,Eco
25909,1,1,26,1,3808,3,3,5,3,4,4,4,4,4,2,4,3,5,4,27,28,1,1,0,2,Business
35546,0,1,29,0,1035,1,4,1,3,5,1,5,5,4,2,5,5,4,5,7,0,0,0,0,1,Eco
16090,1,1,34,1,2231,1,4,4,4,4,3,4,1,1,1,1,3,1,3,0,3,0,0,0,2,Business
99186,0,1,46,0,351,3,4,3,3,3,3,3,3,5,4,4,4,5,3,0,0,0,0,0,0,Eco
11486,1,1,40,0,247,2,4,2,1,1,2,1,1,5,3,4,5,4,1,20,22,0,0,0,0,Eco Plus
113158,0,1,45,1,677,3,5,4,5,3,3,3,3,3,3,3,2,3,3,0,0,0,0,0,1,Eco
68146,0,1,44,1,2670,1,1,1,1,4,5,5,5,5,5,4,5,5,5,0,0,1,1,0,2,Business
62250,0,1,55,0,2425,2,4,2,1,5,2,5,5,3,5,3,4,4,5,0,0,0,0,0,2,Eco
114672,1,0,22,1,342,4,5,4,3,5,4,5,5,3,5,4,4,5,5,2,0,1,1,0,0,Eco
10620,1,1,45,1,74,1,3,3,3,3,4,3,1,1,1,1,4,1,1,0,0,0,0,0,0,Eco
106981,0,1,51,0,1036,4,3,4,2,4,4,4,4,2,1,2,3,2,4,16,1,1,1,0,1,Eco
69512,0,0,26,1,2586,5,5,5,1,5,5,2,3,2,4,5,2,3,2,7,39,1,1,0,2,Business
29188,1,1,33,0,954,3,1,3,4,4,3,4,4,3,5,3,1,4,4,0,3,0,0,0,1,Eco Plus
22154,0,1,55,1,533,4,2,2,2,4,4,4,4,5,2,1,5,5,4,17,5,1,1,0,1,Eco
43280,0,0,20,1,463,4,2,4,4,3,4,2,3,2,1,4,3,4,3,0,0,0,0,0,0,Eco
105731,0,0,29,1,919,3,3,3,3,2,3,2,2,3,5,2,4,3,2,45,25,0,0,0,1,Eco
26614,1,1,28,1,1529,4,4,4,4,4,5,4,4,5,3,2,2,2,4,1,0,1,1,0,2,Business
63163,0,1,45,1,3309,1,1,1,1,4,5,5,5,5,4,5,3,5,4,4,0,1,1,0,2,Business
